Date,Open,High,Low,Close,Adj Close,Volume,Target
2019-11-21,52.75,53.310001,52.327499,52.544998,52.299427,28838800,52.7225
2019-11-22,52.772499,53.240002,52.485001,52.7225,52.476101,22410000,55.302502
2019-11-25,54.009998,55.352501,53.880001,55.302502,55.044037,50647600,54.25
2019-11-26,55.125,55.172501,54.185001,54.25,53.996464,38524400,54.560001
2019-11-27,54.6675,55.012501,54.294998,54.560001,54.345085,21578400,54.185001
2019-11-29,54.25,54.535,53.945,54.185001,53.971561,14155600,52.3125
2019-12-02,54.115002,54.25,52.16,52.3125,52.10643,37203600,51.915001
2019-12-03,50.467499,51.955002,50.092499,51.915001,51.710506,46523200,52.355
2019-12-04,52.755001,52.98,52.067501,52.355,52.148769,27342400,52.185001
2019-12-05,52.575001,52.732498,51.877499,52.185001,51.979435,18488400,53.0425
2019-12-06,52.880001,53.372501,52.779999,53.0425,52.833565,23223600,53.0425
2019-12-09,52.8125,53.592499,52.724998,53.0425,52.833565,21188000,53.494999
2019-12-10,53.345001,54.014999,52.814999,53.494999,53.284275,25638800,54.334999
2019-12-11,53.599998,54.389999,53.575001,54.334999,54.12096,23379600,56.017502
2019-12-12,54.044998,56.200001,53.955002,56.017502,55.796841,40434800,55.997501
2019-12-13,56.047501,57.244999,55.455002,55.997501,55.776913,45470400,56.287498
2019-12-16,56.474998,57.014999,56.192501,56.287498,56.065773,32097600,57.072498
2019-12-17,56.474998,57.299999,56.380001,57.072498,56.847683,32119600,57.377499
2019-12-18,57.422501,57.985001,57.337502,57.377499,57.151485,34354800,58.865002
2019-12-19,57.724998,59.0,57.674999,58.865002,58.633121,44536000,59.842499
2019-12-20,59.532501,60.0975,59.34,59.842499,59.606766,60304400,59.705002
2019-12-23,60.130001,60.452499,59.5975,59.705002,59.469818,35506000,59.654999
2019-12-24,59.549999,59.827499,59.205002,59.654999,59.420002,13886400,59.797501
2019-12-26,59.689999,60.080002,59.5,59.797501,59.561939,18285200,59.217499
2019-12-27,59.950001,60.084999,58.952499,59.217499,58.984238,25464400,58.080002
2019-12-30,58.997501,59.049999,57.764999,58.080002,57.851212,25805600,58.825001
2019-12-31,57.724998,58.919998,57.532501,58.825001,58.593277,23100400,59.977501
2020-01-02,59.6875,59.977501,59.18,59.977501,59.741238,23753600,59.017502
2020-01-03,58.775002,59.4575,58.525002,59.017502,58.785023,20538400,59.264999
2020-01-06,58.080002,59.317501,57.817501,59.264999,59.03154,26263600,59.982498
2020-01-07,59.549999,60.442501,59.0975,59.982498,59.746212,31485600,60.095001
2020-01-08,59.939999,60.509998,59.537498,60.095001,59.858276,27710800,60.755001
2020-01-09,60.962502,61.482498,60.215,60.755001,60.515678,25511200,61.080002
2020-01-10,61.8325,62.137501,60.9375,61.080002,60.839405,31629600,62.994999
2020-01-13,61.915001,63.247501,61.6875,62.994999,62.746857,31984000,61.82
2020-01-14,62.564999,62.82,61.6875,61.82,61.576488,35908800,61.392502
2020-01-15,61.947498,62.172501,61.1325,61.392502,61.150669,26310400,62.232498
2020-01-16,61.93,62.2925,61.695,62.232498,61.987358,28419200,62.32
2020-01-17,62.424999,62.5,61.842499,62.32,62.074509,25379200,61.985001
2020-01-21,61.952499,62.322498,61.642502,61.985001,61.740826,21791600,62.5275
2020-01-22,62.439999,63.397499,62.25,62.5275,62.2812,23924000,63.215
2020-01-23,62.93,63.299999,62.037498,63.215,62.965992,24451600,62.619999
2020-01-24,64.375,64.875,62.075001,62.619999,62.373329,37351200,60.049999
2020-01-27,59.560001,60.5625,58.057499,60.049999,59.81345,47053600,61.9925
2020-01-28,60.712502,62.317501,60.177502,61.9925,61.748302,31097600,61.384998
2020-01-29,61.8475,62.209999,60.985001,61.384998,61.143192,25884800,61.452499
2020-01-30,60.4025,61.587502,59.849998,61.452499,61.210434,29050400,59.107498
2020-01-31,60.9925,61.112499,58.6875,59.107498,58.87466,37042000,60.0825
2020-02-03,58.924999,60.2775,58.862499,60.0825,59.845818,25556400,61.782501
2020-02-04,61.5075,61.974998,61.005001,61.782501,61.539135,27154400,62.689999
2020-02-05,62.997501,63.099998,61.852501,62.689999,62.443054,20822000,63.5625
2020-02-06,63.035,63.5625,62.220001,63.5625,63.312115,21828400,62.897499
2020-02-07,63.16,63.3825,62.642502,62.897499,62.649738,18975200,65.7425
2020-02-10,63.125,65.75,63.075001,65.7425,65.483528,52960800,66.972504
2020-02-11,66.830002,68.125,66.207497,66.972504,66.708672,63855600,68.135002
2020-02-12,67.502502,68.199997,67.112503,68.135002,67.866592,37464400,67.695
2020-02-13,67.552498,68.370003,67.277496,67.695,67.428322,52801600,72.447502
2020-02-14,71.815002,73.7425,71.5,72.447502,72.162117,104192400,74.142502
2020-02-18,71.410004,74.327499,71.214996,74.142502,73.850433,62016400,78.675003
2020-02-19,75.372498,78.852501,75.372498,78.675003,78.365082,69433200,77.175003
2020-02-20,78.192497,79.080002,74.087502,77.175003,76.870987,81005200,73.517502
2020-02-21,76.047501,76.300003,72.665001,73.517502,73.227898,76818000,68.32
2020-02-24,67.547501,70.467499,67.0,68.32,68.050873,85691600,65.512497
2020-02-25,69.074997,69.697502,64.489998,65.512497,65.25444,105549600,66.912498
2020-02-26,65.514999,68.862503,65.5,66.912498,66.648918,74773200,63.150002
2020-02-27,63.724998,66.75,62.2225,63.150002,62.938866,90641600,67.517502
2020-02-28,60.615002,68.114998,60.447498,67.517502,67.291756,113325200,69.107498
2020-03-02,69.224998,69.397499,65.25,69.107498,68.876427,89074400,66.472504
2020-03-03,69.667503,70.267502,65.614998,66.472504,66.250259,65279200,71.127502
2020-03-04,67.550003,71.222504,66.800003,71.127502,70.889687,59740800,68.322502
2020-03-05,69.125,70.800003,67.875,68.322502,68.094086,54032800,66.510002
2020-03-06,66.519997,67.097504,64.5,66.510002,66.287621,51541200,61.360001
2020-03-09,59.974998,64.849998,59.544998,61.360001,61.154854,61416000,65.269997
2020-03-10,64.135002,65.269997,61.497501,65.269997,65.051781,58064800,61.6175
2020-03-11,63.865002,64.150002,60.642502,61.6175,61.411491,49996400,54.077499
2020-03-12,56.365002,59.029999,53.950001,54.077499,53.896698,81654000,60.209999
2020-03-13,57.625,60.255001,54.9025,60.209999,60.00869,63483600,49.099998
2020-03-16,53.102501,56.525002,48.5,49.099998,48.935844,72697200,54.317501
2020-03-17,50.227501,55.215,47.75,54.317501,54.135902,83363200,50.705002
2020-03-18,50.025002,52.485001,45.169998,50.705002,50.535477,87426800,53.2425
2020-03-19,50.490002,54.182499,48.3475,53.2425,53.064495,76551200,51.4375
2020-03-20,54.75,57.580002,51.282501,51.4375,51.265533,80463600,53.172501
2020-03-23,51.427502,54.119999,49.630001,53.172501,52.994728,64387600,62.294998
2020-03-24,57.25,63.165001,57.012501,62.294998,62.086723,110164400,61.404999
2020-03-25,63.450001,65.455002,60.915001,61.404999,61.199696,79343200,64.309998
2020-03-26,63.485001,65.555,62.5,64.309998,64.094994,69610800,63.182499
2020-03-27,62.5,65.779999,62.169998,63.182499,62.971268,63882800,66.397499
2020-03-30,63.84,66.489998,63.397499,66.397499,66.175514,60225200,65.900002
2020-03-31,66.800003,68.849998,64.4375,65.900002,65.67968,94996000,60.767502
2020-04-01,63.912498,65.3825,60.32,60.767502,60.564331,65691200,63.8675
2020-04-02,61.060001,64.0,60.577499,63.8675,63.653973,67576400,60.977501
2020-04-03,63.490002,63.907501,59.5975,60.977501,60.77364,66321200,67.099998
2020-04-06,63.810001,67.470001,63.232498,67.099998,66.875648,72788400,64.7575
2020-04-07,69.324997,69.5625,64.324997,64.7575,64.541,78452000,66.737503
2020-04-08,65.852501,66.987503,65.150002,66.737503,66.514381,54244400,65.737503
2020-04-09,68.0,68.230003,65.105003,65.737503,65.517723,52556400,67.462502
2020-04-13,65.137497,67.550003,64.25,67.462502,67.236946,39840800,70.987503
2020-04-14,68.75,71.330002,68.472504,70.987503,70.75016,53094800,70.209999
2020-04-15,69.300003,71.042503,68.845001,70.209999,69.975258,36614800,73.675003
2020-04-16,71.769997,74.75,71.637497,73.675003,73.42868,74562000,73.080002
2020-04-17,74.5,74.714996,71.735001,73.080002,72.835678,53912000,71.762497
2020-04-20,71.809998,73.375,71.317497,71.762497,71.522568,44938800,67.377502
2020-04-21,70.577499,71.192497,66.777496,67.377502,67.152237,73516000,71.537498
2020-04-22,69.307503,71.967499,68.849998,71.537498,71.298325,48335600,71.002502
2020-04-23,71.959999,73.285004,70.75,71.002502,70.765129,42416000,72.397499
2020-04-24,70.900002,72.417503,70.150002,72.397499,72.155441,35232800,74.269997
2020-04-27,73.747498,75.875,73.5,74.269997,74.02166,47938800,72.839996
2020-04-28,75.75,76.050003,72.785004,72.839996,72.596474,44290400,74.614998
2020-04-29,74.192497,75.144997,73.4375,74.614998,74.365532,37916000,73.07
2020-04-30,74.072502,74.614998,72.93,73.07,72.825706,37591600,70.695
2020-05-01,71.087502,72.224998,70.209999,70.695,70.458649,34209600,72.822502
2020-05-04,70.220001,72.959999,70.220001,72.822502,72.579025,31755600,73.434998
2020-05-05,73.8675,75.067497,72.822502,73.434998,73.189476,36889600,74.447502
2020-05-06,74.232498,75.5,73.852501,74.447502,74.198601,32346400,76.217499
2020-05-07,75.845001,76.852501,75.330002,76.217499,75.962685,37373200,78.125
2020-05-08,76.9375,78.1875,76.597504,78.125,77.863792,33921600,80.654999
2020-05-11,78.074997,81.125,77.787498,80.654999,80.385345,46906000,78.025002
2020-05-12,81.235001,81.724998,77.927498,78.025002,77.76413,49306000,77.800003
2020-05-13,79.175003,80.785004,75.947502,77.800003,77.539894,62585200,80.305
2020-05-14,78.417503,80.360001,76.875,80.305,80.036522,60231200,84.907501
2020-05-15,78.897499,85.004997,78.739998,84.907501,84.623611,98766000,87.502502
2020-05-18,87.605003,89.165001,86.805,87.502502,87.209946,77446000,88.055
2020-05-19,87.902496,90.875,87.627502,88.055,87.76059,71732000,89.699997
2020-05-20,89.910004,90.43,88.887497,89.699997,89.400093,58753600,87.752502
2020-05-21,90.514999,90.525002,87.375,87.752502,87.459106,76106800,90.262497
2020-05-22,88.252502,90.93,87.1325,90.262497,89.960716,103876400,87.177498
2020-05-26,91.567497,91.817497,86.720001,87.177498,86.88604,77078000,85.252502
2020-05-27,86.25,86.327499,79.967499,85.252502,84.967476,117589200,84.870003
2020-05-28,84.122498,87.605003,83.792503,84.870003,84.586258,73489600,88.754997
2020-05-29,85.544998,88.754997,84.849998,88.754997,88.45826,74525600,88.0625
2020-06-01,88.332497,88.407501,86.894997,88.0625,87.768082,38987600,88.252502
2020-06-02,87.962502,88.372498,86.580002,88.252502,87.957413,39132000,87.695
2020-06-03,88.222504,88.662498,87.0,87.695,87.401825,36544000,87.665001
2020-06-04,87.279999,89.432503,86.775002,87.665001,87.411789,42428000,89.199997
2020-06-05,87.945,89.970001,87.080002,89.199997,88.942337,48174800,88.050003
2020-06-08,88.772499,88.897499,86.857498,88.050003,87.79567,38773600,90.459999
2020-06-09,88.0,91.097504,87.512497,90.459999,90.198692,46848800,93.667503
2020-06-10,91.677498,95.0,91.535004,93.667503,93.39695,63218000,87.962502
2020-06-11,91.5,92.612503,87.860001,87.962502,87.708435,58365200,89.324997
2020-06-12,91.625,91.872498,87.032501,89.324997,89.066971,57090800,91.737503
2020-06-15,88.152496,91.822502,87.4375,91.737503,91.472519,40000400,90.684998
2020-06-16,92.25,92.667503,88.387497,90.684998,90.423058,53571600,92.360001
2020-06-17,91.137497,92.989998,90.702499,92.360001,92.093216,40830400,92.18
2020-06-18,92.269997,92.824997,91.144997,92.18,91.913734,25440800,92.612503
2020-06-19,92.425003,94.449997,92.272499,92.612503,92.344986,52416000,95.267502
2020-06-22,93.0,95.3125,92.732498,95.267502,94.992332,39846800,94.5
2020-06-23,95.510002,96.425003,94.074997,94.5,94.227028,37510800,92.355003
2020-06-24,94.762497,95.565002,91.445,92.355003,92.088226,44937200,94.900002
2020-06-25,93.557503,95.050003,91.822502,94.900002,94.625885,37607200,91.550003
2020-06-26,95.0,95.0,91.25,91.550003,91.285561,59208400,92.0
2020-06-29,91.697502,92.044998,89.0,92.0,91.734261,34224800,94.977501
2020-06-30,93.139999,95.262497,92.665001,94.977501,94.703163,36789200,95.300003
2020-07-01,95.207497,95.7575,94.129997,95.300003,95.024712,32664800,96.122498
2020-07-02,96.389999,97.375,95.782501,96.122498,95.844833,36405600,98.392502
2020-07-06,97.417503,99.087502,97.125,98.392502,98.108299,31589200,98.717499
2020-07-07,99.462502,100.699997,98.5075,98.717499,98.432335,35780000,102.160004
2020-07-08,99.9375,102.25,99.654999,102.160004,101.864922,36548000,105.089996
2020-07-09,103.802498,105.699997,102.334999,105.089996,104.786446,49454800,104.792503
2020-07-10,105.887497,106.552498,103.787498,104.792503,104.489799,49767600,100.522499
2020-07-13,105.949997,107.922501,100.25,100.522499,100.23214,45707600,103.769997
2020-07-14,100.75,104.027496,97.855003,103.769997,103.470253,54267600,102.272499
2020-07-15,104.142502,104.330002,100.557503,102.272499,101.977089,40398400,101.347504
2020-07-16,100.150002,102.067497,98.955002,101.347504,101.054771,34496400,102.014999
2020-07-17,102.254997,102.485001,100.877502,102.014999,101.720329,26628400,105.107498
2020-07-20,102.7425,105.3125,101.567497,105.107498,104.803902,28485200,103.285004
2020-07-21,105.129997,105.599998,102.8675,103.285004,102.986664,27703600,104.387497
2020-07-22,103.675003,106.025002,102.915001,104.387497,104.085968,36729200,101.297501
2020-07-23,104.5,105.470001,100.3125,101.297501,101.004898,41166000,101.945
2020-07-24,98.75,103.647499,97.769997,101.945,101.65052,47329200,104.214996
2020-07-27,102.322502,104.417503,102.177498,104.214996,103.913979,29213200,102.154999
2020-07-28,103.7425,103.82,102.092499,102.154999,101.859917,27163600,104.654999
2020-07-29,103.907501,105.162498,103.470001,104.654999,104.352707,28450800,106.139999
2020-07-30,103.75,106.230003,102.952499,106.139999,105.833405,30888000,106.147499
2020-07-31,105.6325,107.665001,104.330002,106.147499,105.840897,38608000,110.102501
2020-08-03,107.324997,110.987503,107.152496,110.102501,109.784462,41272000,112.277496
2020-08-04,110.5,112.277496,109.059998,112.277496,111.953194,31033600,112.8675
2020-08-05,112.440002,113.717499,111.662498,112.8675,112.541481,24992400,113.355003
2020-08-06,113.497498,113.580002,111.787498,113.355003,113.027573,24431600,111.995003
2020-08-07,113.125,115.047501,110.375,111.995003,111.671501,34251600,111.650002
2020-08-10,113.342499,114.082497,108.565002,111.650002,111.327492,42779600,108.5
2020-08-11,110.737503,111.3675,107.957497,108.5,108.186607,35451200,114.402496
2020-08-12,109.907501,114.669998,109.582497,114.402496,114.072052,46441200,114.43
2020-08-13,115.459999,117.217499,113.557503,114.43,114.099464,37446000,115.639999
2020-08-14,115.300003,117.047501,114.404999,115.639999,115.305962,36643600,123.370003
2020-08-17,118.512497,124.097504,118.172501,123.370003,123.013641,62130000,122.607498
2020-08-18,124.5,124.959999,120.862503,122.607498,122.253342,50344800,121.385002
2020-08-19,122.964996,123.150002,120.980003,121.385002,121.034386,62262400,121.410004
2020-08-20,119.75,123.75,118.787498,121.410004,121.059296,92138800,126.834999
2020-08-21,122.017502,128.087494,121.952499,126.834999,126.468628,99986800,127.202499
2020-08-24,128.837494,129.125,125.074997,127.202499,126.835083,49056400,127.5
2020-08-25,126.307503,127.612503,125.737503,127.5,127.131721,28907600,127.730003
2020-08-26,127.9925,128.684998,126.777496,127.730003,127.361046,32124400,126.282501
2020-08-27,127.815002,128.5,125.665001,126.282501,125.917732,31760400,131.477493
2020-08-28,126.75,131.479996,126.425003,131.477493,131.097717,53716000,133.744995
2020-08-31,131.827499,135.75,130.377502,133.744995,133.358643,50084000,138.210007
2020-09-01,134.800003,139.9375,134.365005,138.210007,137.852005,51131600,143.464996
2020-09-02,147.037506,147.267502,139.0,143.464996,143.093399,87401200,130.154999
2020-09-03,138.287506,138.845001,128.787506,130.154999,129.817871,94512800,126.224998
2020-09-04,127.837502,131.75,117.047501,126.224998,125.898041,146368400,119.129997
2020-09-08,117.345001,125.5,117.042503,119.129997,118.821411,79572800,127.150002
2020-09-09,124.0,128.092499,122.317497,127.150002,126.820656,73620000,123.1175
2020-09-10,129.892502,130.652496,121.669998,123.1175,122.798599,69868400,121.644997
2020-09-11,124.855003,126.525002,118.957497,121.644997,121.329895,63692800,128.722504
2020-09-14,130.809998,133.149994,126.3125,128.722504,128.389069,120174400,129.910004
2020-09-15,132.800003,132.987503,128.277496,129.910004,129.573517,72755600,125.144997
2020-09-16,129.572495,130.927505,125.137497,125.144997,124.820839,55638400,124.635002
2020-09-17,121.322502,125.897499,120.347504,124.635002,124.312172,79251200,121.892502
2020-09-18,125.9375,126.324997,119.887497,121.892502,121.576767,69846000,125.172501
2020-09-21,119.25,125.224998,119.044998,125.172501,124.848282,72104400,126.377502
2020-09-22,125.75,126.480003,121.555,126.377502,126.050163,64645200,121.237503
2020-09-23,125.754997,127.269997,120.792503,121.237503,120.923462,64701200,123.480003
2020-09-24,120.722504,125.695,120.139999,123.480003,123.160179,73124000,128.737503
2020-09-25,124.474998,128.835007,122.457497,128.737503,128.404068,58801600,130.350006
2020-09-28,130.402496,130.517502,127.5,130.350006,130.012375,57380800,132.257507
2020-09-29,129.375,134.427505,129.332504,132.257507,131.914948,62146000,135.304993
2020-09-30,131.574997,136.225006,131.502502,135.304993,134.954529,68918400,136.145004
2020-10-01,137.580002,137.627502,134.607498,136.145004,135.792374,52500400,130.622498
2020-10-02,132.25,135.195007,130.509995,130.622498,130.284164,55249600,136.425003
2020-10-05,132.360001,136.442505,132.227493,136.425003,136.071625,47982000,137.365005
